Repo,Link,Archived,Creation Date,Topics,#Star,#Watch,#Fork,#Releases,#Contributors,Languages,Size,#Open Issues,#Pull Requests,#Branches,#Tags,#Commits,#Comments,#Downloads,#Deployments,,,,,,,,,,,
JeanKaddour/lawa,https://github.com/JeanKaddour/lawa,FALSE,9/29/2022 10:51,[],8,1,1,0,1,Python,934,0,0,1,0,10,0,0,0,,,,,,,,,,,
SAMMiCA/SectorGSnet,https://github.com/SAMMiCA/SectorGSnet,FALSE,3/24/2021 7:01,[],15,4,8,0,1,Python,46,0,0,1,0,9,0,0,0,,,,,,,,,,,
RichardoMrMu/yolov5-smoke-detection-python,https://github.com/RichardoMrMu/yolov5-smoke-detection-python,FALSE,11/12/2021 12:48,[],14,2,10,0,1,Python,28613,0,0,1,0,5,0,0,0,,,,,,,,,,,
hemangjoshi37a/hjAlgos_notebooks,https://github.com/hemangjoshi37a/hjAlgos_notebooks,FALSE,4/20/2021 7:22,"['zerodha', 'algotrading', 'python', 'algorithmic-trading', 'nse', 'bse', 'india', 'trading-bot', 'python-trading']",24,3,21,1,1,Jupyter Notebook,10695,0,0,1,1,32,0,0,0,,,,,,,,,,,
ctawong/RobloxBot,https://github.com/ctawong/RobloxBot,FALSE,12/25/2020 2:54,[],9,2,1,0,1,Python,108089,0,0,1,0,9,0,0,0,,,,,,,,,,,
kuielab/mdx-net-submission,https://github.com/kuielab/mdx-net-submission,FALSE,8/7/2021 4:58,[],74,10,25,0,7,Python,6797,8,3,6,0,50,0,0,0,,,,,,,,,,,
YaoMarkMu/CtrlFormer_robotic,https://github.com/YaoMarkMu/CtrlFormer_robotic,FALSE,6/16/2022 16:18,[],16,2,1,0,1,Python,697,0,0,1,0,27,0,0,0,,,,,,,,,,,
EmilienDupont/coinpp,https://github.com/EmilienDupont/coinpp,FALSE,6/10/2022 10:47,[],37,1,4,0,1,Python,18910,0,0,1,0,5,0,0,0,,,,,,,,,,,
jeroenbe/organsync,https://github.com/jeroenbe/organsync,FALSE,11/19/2020 10:16,[],6,4,1,0,2,Jupyter Notebook,565,0,0,1,0,125,0,0,0,,,,,,,,,,,
mertalbaba/SyNet,https://github.com/mertalbaba/SyNet,FALSE,6/10/2020 0:14,"['computer-vision', 'object-detection']",5,1,4,0,1,Python,7526,2,0,1,0,20,0,0,0,,,,,,,,,,,
PSRahul/PriorDepth,https://github.com/PSRahul/PriorDepth,FALSE,9/2/2021 19:52,"['computer-vision', 'deep-learning', 'depth-estimation', 'unsupervised-machine-learning', 'keypoint-detection']",9,2,0,0,2,Python,709829,0,0,1,0,139,0,0,0,,,,,,,,,,,
DanielTrosten/mvc,https://github.com/DanielTrosten/mvc,FALSE,3/10/2021 9:43,[],20,1,7,0,1,Python,34845,0,0,1,0,7,0,0,0,,,,,,,,,,,
lemuria-wchen/imcs21,https://github.com/lemuria-wchen/imcs21,FALSE,4/19/2022 16:57,"['automatic-diagnosis', 'dialogue-summarization', 'medical-dialogue', 'named-entity-recognition', 'relation-extraction']",8,1,5,0,1,Python,17082,1,1,1,0,23,0,0,0,,,,,,,,,,,
rtaori/data_feedback,https://github.com/rtaori/data_feedback,FALSE,8/23/2022 4:13,[],10,1,1,0,1,Jupyter Notebook,3290,0,0,1,0,3,0,0,0,,,,,,,,,,,
YUCHEN005/DPSL-ASR,https://github.com/YUCHEN005/DPSL-ASR,FALSE,3/25/2022 10:16,[],8,2,4,0,1,Python,5519,1,0,1,0,63,0,0,0,,,,,,,,,,,
yumingj/Talk-to-Edit,https://github.com/yumingj/Talk-to-Edit,FALSE,8/10/2021 13:31,[],209,6,35,0,2,Python,47856,1,0,1,0,11,0,0,0,,,,,,,,,,,
jason9693/oslo-kogpt-finetunig,https://github.com/jason9693/oslo-kogpt-finetunig,FALSE,8/11/2022 3:28,[],21,1,1,0,1,Python,4,0,0,1,0,2,0,0,0,,,,,,,,,,,
greeksharifa/greeksharifa.github.io,https://github.com/greeksharifa/greeksharifa.github.io,FALSE,6/28/2018 17:05,[],7,0,1,0,3,SCSS,273180,0,0,1,0,725,0,0,1111,,,,,,,,,,,
Michael-OvO/Yolov7-Flask,https://github.com/Michael-OvO/Yolov7-Flask,FALSE,8/24/2022 3:04,"['yolov7', 'flask', 'flask-web', 'model-deployment', 'inference-api', 'object-detection', 'pytorch', 'torchhub', 'pretrained-weights', 'python']",145,1,5,1,1,Python,1666,1,1,1,1,20,0,0,0,,,,,,,,,,,
erasedwalt/CTC-ASR,https://github.com/erasedwalt/CTC-ASR,FALSE,10/12/2021 13:01,"['pytorch', 'deep-learning', 'speech-recognition', 'ctc-loss']",6,1,1,0,1,Python,5063,0,0,1,0,23,0,0,0,,,,,,,,,,,
danielroich/PTI,https://github.com/danielroich/PTI,FALSE,6/8/2021 9:11,"['generative-adversarial-network', 'stylegan', 'image-editing', 'gan-inversion', 'stylegan2-ada-pytorch']",489,20,65,0,1,Jupyter Notebook,8475,12,0,1,0,37,0,0,0,,,,,,,,,,,
kmeng01/rome,https://github.com/kmeng01/rome,FALSE,2/11/2022 0:40,"['transformers', 'gpt', 'interpretability', 'pytorch']",90,6,20,0,2,Python,23191,4,2,2,0,74,0,0,0,,,,,,,,,,,
wangck20/OPERA,https://github.com/wangck20/OPERA,FALSE,10/11/2022 7:20,[],27,1,2,0,2,Python,5225,0,0,1,0,9,0,0,0,,,,,,,,,,,
POSTECH-CVLab/InstaOrder,https://github.com/POSTECH-CVLab/InstaOrder,FALSE,3/27/2022 8:30,['computer-vision'],24,1,1,0,1,Jupyter Notebook,4001,0,0,1,0,2,0,0,0,,,,,,,,,,,
ziangqin-stu/rl_hiro,https://github.com/ziangqin-stu/rl_hiro,FALSE,6/8/2020 9:16,[],7,2,4,0,1,Python,58710,4,2,6,0,100,0,0,0,,,,,,,,,,,
princeton-nlp/calm-textgame,https://github.com/princeton-nlp/calm-textgame,FALSE,9/25/2020 14:34,"['text-based-game', 'nlp', 'rl', 'gpt', 'n-gram', 'calm']",42,4,4,0,2,Python,19196,0,0,1,0,7,0,0,0,,,,,,,,,,,
emadeldeen24/AdaTime,https://github.com/emadeldeen24/AdaTime,FALSE,3/17/2022 1:22,"['deep-learning', 'pytorch', 'domain-adaptation', 'time-series', 'eeg', 'sleep-stage-classification', 'human-activity-recognition', 'transfer-learning', 'unsupervised-domain-adaptation', 'cdan', 'dann', 'deep-coral', 'homm', 'dsan']",39,1,9,0,2,Python,212,0,0,1,0,21,0,0,0,,,,,,,,,,,
optimass/Maximally_Interfered_Retrieval,https://github.com/optimass/Maximally_Interfered_Retrieval,FALSE,10/27/2019 15:43,[],71,8,17,0,3,Python,77,5,5,7,0,26,0,0,0,,,,,,,,,,,
Eagle104fred/Yolov5-deep_sort,https://github.com/Eagle104fred/Yolov5-deep_sort,FALSE,4/16/2021 4:49,[],15,2,4,0,1,Python,1090935,1,0,1,0,120,0,0,0,,,,,,,,,,,
brunnurs/valuenet,https://github.com/brunnurs/valuenet,FALSE,11/26/2019 9:50,[],49,5,25,1,5,Python,27753,18,7,22,1,622,0,0,0,,,,,,,,,,,
vedantroy/improved-ddpm-pytorch,https://github.com/vedantroy/improved-ddpm-pytorch,FALSE,7/28/2022 10:47,[],6,2,1,2,1,Python,11116,0,0,3,3,129,0,0,0,,,,,,,,,,,
RI-SE/smirk,https://github.com/RI-SE/smirk,FALSE,12/3/2020 11:53,[],5,6,2,1,4,Python,51589,3,0,3,1,569,2,0,0,,,,,,,,,,,
RobertCsordas/transformer_generalization,https://github.com/RobertCsordas/transformer_generalization,FALSE,8/25/2021 14:08,"['generalization', 'transformers', 'systematic-generalization', 'paper', 'machine-learning', 'deep-learning', 'pytorch']",58,2,8,0,1,Python,87,0,0,1,0,4,0,0,0,,,,,,,,,,,
shibing624/pycorrector,https://github.com/shibing624/pycorrector,FALSE,3/1/2018 11:08,"['spelling-errors', 'error-correction', 'pycorrector', 'kenlm', 'bert', 'electra', 'seq2seq-attention', 'deep-learning-models', 'error-detection']",3638,71,876,5,17,Python,52486,18,0,2,18,755,0,0,596,,,,,,,,,,,
JerryAuas/web_final,https://github.com/JerryAuas/web_final,FALSE,4/7/2022 12:31,[],9,1,2,0,1,JavaScript,121728,0,0,1,0,4,1,0,0,,,,,,,,,,,
neilzxu/robust_weighted_classification,https://github.com/neilzxu/robust_weighted_classification,FALSE,3/8/2020 14:48,[],5,3,1,0,1,Python,16,0,0,1,0,1,0,0,0,,,,,,,,,,,
zgzxy001/MSNET,https://github.com/zgzxy001/MSNET,FALSE,8/26/2020 19:12,[],22,3,3,0,1,Python,15507,0,0,1,0,29,0,0,0,,,,,,,,,,,
songmzhang/CBMI,https://github.com/songmzhang/CBMI,FALSE,12/6/2021 16:06,[],9,1,1,0,1,Python,20660,0,0,1,0,21,0,0,0,,,,,,,,,,,
valeriano-manassero/udacity-projects,https://github.com/valeriano-manassero/udacity-projects,FALSE,11/21/2018 11:30,"['machine-learning', 'deep-learning', 'artificial-intelligence', 'tensorflow', 'keras', 'pytorch', 'udacity']",12,1,15,0,2,Jupyter Notebook,14934,0,0,1,0,34,0,0,0,,,,,,,,,,,
byooooo/dispersant_screening_PAL,https://github.com/byooooo/dispersant_screening_PAL,FALSE,4/3/2020 22:06,[],7,1,2,2,3,Jupyter Notebook,319624,12,11,14,2,126,0,0,0,,,,,,,,,,,
sidpro-hash/Helmet-Detection-YOLOv5,https://github.com/sidpro-hash/Helmet-Detection-YOLOv5,FALSE,4/30/2021 14:05,"['helmet-detection', 'yolov5', 'yolov5-training']",9,1,10,0,1,Jupyter Notebook,54081,1,0,1,0,6,0,0,0,,,,,,,,,,,
hughplay/memo,https://github.com/hughplay/memo,FALSE,1/23/2018 7:34,[],9,1,0,0,1,Shell,5100,0,0,1,0,260,0,0,0,,,,,,,,,,,
shibing624/pytextclassifier,https://github.com/shibing624/pytextclassifier,FALSE,4/28/2017 9:04,"['text-classification', 'nueral-networks', 'nlp', 'machine-learning', 'text-classifier', 'pytextclassifier', 'bert', 'classification', 'python']",229,5,44,4,1,Python,17899,0,0,1,11,254,0,0,211,,,,,,,,,,,
mmaaz60/EdgeNeXt,https://github.com/mmaaz60/EdgeNeXt,FALSE,6/14/2022 2:15,"['classification', 'cnn', 'edge-computing', 'hybrid-model', 'mobile-application', 'transformers']",215,5,22,4,1,Python,8384,4,0,2,4,24,0,0,8,,,,,,,,,,,
xialuxi/yolov5_face_landmark,https://github.com/xialuxi/yolov5_face_landmark,FALSE,1/9/2021 0:39,"['yolov5', 'yolov5-face-landmark']",169,3,46,0,1,Python,382,6,0,1,0,14,0,0,0,,,,,,,,,,,
Yulv-git/Awesome-Ultrasound-Standard-Plane-Detection,https://github.com/Yulv-git/Awesome-Ultrasound-Standard-Plane-Detection,FALSE,3/17/2022 16:26,"['standard-plane', 'detection', 'papers', 'code', 'ultrasound', 'python3', 'classification', 'localization', 'anatomical-structure', 'public-datasets', 'selection', 'identification', 'extraction', 'localisation', 'deep-learning', 'machine-learning', 'recognition']",15,2,4,0,1,Python,13775,0,0,1,0,58,0,0,0,,,,,,,,,,,
QiujieDong/Learning_code,https://github.com/QiujieDong/Learning_code,FALSE,10/16/2020 7:15,[],7,1,2,0,1,Python,152950,0,0,1,0,66,0,0,0,,,,,,,,,,,
Ankur3107/nlp_notebooks,https://github.com/Ankur3107/nlp_notebooks,FALSE,8/23/2020 8:10,"['tensorflow', 'python', 'pytorch', 'transformer', 'transformers', 'fastai', 'nlp', 'colab-notebook', 'colab', 'lstm', 'classification', 'question-answering', 'machine-translation', 'bert', 'huggingface', 'huggingface-transformers']",44,4,11,0,1,Jupyter Notebook,9067,0,0,2,0,33,0,0,1,,,,,,,,,,,
hechmik/voxceleb_enrichment_age_gender,https://github.com/hechmik/voxceleb_enrichment_age_gender,FALSE,4/1/2021 16:56,"['voxceleb', 'sound', 'machine-learning', 'deep-learning', 'gender-recognition', 'age-prediction', 'interspeech', 'asru2021', 'voxceleb-enrichment', 'age', 'age-regression']",30,3,9,0,1,Jupyter Notebook,65628,3,0,1,0,30,0,0,0,,,,,,,,,,,
JonnesLin/Iflytek_comp,https://github.com/JonnesLin/Iflytek_comp,FALSE,7/20/2021 15:23,[],21,1,2,0,1,Python,2101,3,0,1,0,30,0,0,0,,,,,,,,,,,
Tviskaron/pogema-baselines,https://github.com/Tviskaron/pogema-baselines,FALSE,3/31/2022 16:06,"['marl', 'pathfinding', 'ppo', 'qmix', 'reinforcement-learning']",7,1,1,0,2,Python,90,0,0,1,0,39,0,0,0,,,,,,,,,,,
wzhouad/ATLOP,https://github.com/wzhouad/ATLOP,FALSE,10/14/2020 8:30,[],144,3,31,1,1,Python,43,3,0,1,1,16,0,0,0,,,,,,,,,,,
bledem/active-learning,https://github.com/bledem/active-learning,FALSE,11/23/2021 15:11,[],5,1,0,0,1,Python,59,0,0,1,0,3,0,0,0,,,,,,,,,,,
BY571/SAC_discrete,https://github.com/BY571/SAC_discrete,FALSE,9/30/2021 19:33,"['sac', 'soft-actor-critic', 'discrete-action-space', 'deep-reinforcement-learning', 'pytorch-implementation']",11,1,6,0,1,Python,46,0,0,2,0,4,0,0,0,,,,,,,,,,,
mryab/efficient-dl-systems,https://github.com/mryab/efficient-dl-systems,FALSE,12/6/2021 0:30,[],117,8,17,0,8,Jupyter Notebook,10578,0,0,1,0,61,0,0,0,,,,,,,,,,,
mfinzi/constrained-hamiltonian-neural-networks,https://github.com/mfinzi/constrained-hamiltonian-neural-networks,FALSE,3/17/2020 22:00,[],75,5,12,0,2,Jupyter Notebook,113919,0,0,3,0,243,0,0,0,,,,,,,,,,,
MohamedAfham/CD_HPE,https://github.com/MohamedAfham/CD_HPE,FALSE,9/1/2021 19:39,[],9,1,1,0,3,Jupyter Notebook,248129,2,2,4,0,40,0,0,0,,,,,,,,,,,
hendrycks/jiminy-cricket,https://github.com/hendrycks/jiminy-cricket,FALSE,8/28/2021 2:34,"['ml-safety', 'machine-ethics']",15,2,3,0,3,ZAP,200138,0,0,1,0,30,0,0,0,,,,,,,,,,,
bigscience-workshop/data_tooling,https://github.com/bigscience-workshop/data_tooling,FALSE,6/16/2021 14:38,[],38,14,37,0,28,HTML,228068,140,2,33,0,471,1,0,0,,,,,,,,,,,
zjunlp/Kformer,https://github.com/zjunlp/Kformer,FALSE,1/15/2022 2:40,"['transformer', 'ffn', 'knowledge-injection', 'kformer', 'nlpcc', 'nlpcc-2022']",24,4,5,0,2,Python,5671,0,0,1,0,9,0,0,0,,,,,,,,,,,
INK-USC/sparse-distillation,https://github.com/INK-USC/sparse-distillation,FALSE,4/27/2022 2:13,"['knowledge-distillation', 'naacl2022', 'natural-language-processing']",9,2,2,0,1,Python,3626,0,0,1,0,3,0,0,0,,,,,,,,,,,
facebookresearch/ssl-relation-prediction,https://github.com/facebookresearch/ssl-relation-prediction,FALSE,10/3/2021 21:25,[],78,6,17,0,2,Python,1638,0,0,1,0,18,1,0,0,,,,,,,,,,,
uzh-rpg/ess,https://github.com/uzh-rpg/ess,FALSE,7/14/2022 6:26,[],33,5,5,0,2,Python,494,1,0,1,0,13,0,0,0,,,,,,,,,,,
Babelscape/wikineural,https://github.com/Babelscape/wikineural,FALSE,11/10/2021 19:23,"['natural-language-processing', 'named-entity-recognition', 'multilinguality', 'dataset']",39,6,8,0,1,Python,235895,0,0,1,0,18,0,0,0,,,,,,,,,,,
lmomoy/LF-YOLO,https://github.com/lmomoy/LF-YOLO,FALSE,10/22/2021 3:12,[],24,1,6,0,1,Python,1040,0,0,1,0,21,0,0,0,,,,,,,,,,,
zhuchen03/gradinit,https://github.com/zhuchen03/gradinit,FALSE,2/17/2021 10:49,[],122,4,12,0,2,Python,12110,3,0,1,0,9,0,0,0,,,,,,,,,,,
NetEase-GameAI/SARG,https://github.com/NetEase-GameAI/SARG,FALSE,12/11/2020 6:52,[],42,3,7,0,1,Python,22847,0,0,1,0,6,0,0,0,,,,,,,,,,,
yashbonde/dall-e-baby,https://github.com/yashbonde/dall-e-baby,FALSE,1/7/2021 12:31,[],21,4,3,0,1,Jupyter Notebook,19559,1,0,1,0,54,0,0,0,,,,,,,,,,,
p-lambda/wilds,https://github.com/p-lambda/wilds,FALSE,12/10/2020 17:45,[],423,21,91,4,11,Python,1328,0,0,6,5,525,1,0,0,,,,,,,,,,,
JingyibySUTsoftware/Yolov5-deepsort-driverDistracted-driving-behavior-detection,https://github.com/JingyibySUTsoftware/Yolov5-deepsort-driverDistracted-driving-behavior-detection,FALSE,3/30/2021 5:05,"['deepsort', 'yolov5', 'playsound', 'opencv', 'object-detection', 'tracker', 'driver-behavior', 'tired', 'python', 'deeplearning', 'sort', 'pytorch', 'detection', 'yolov5-deepsort', 'dlib-face-detection', 'dlib-tracker', 'dlib', 'pyqt5']",206,4,58,1,2,Python,251042,7,0,2,1,27,0,0,0,,,,,,,,,,,
maximkm/StyleGAN-anime,https://github.com/maximkm/StyleGAN-anime,FALSE,7/13/2021 14:48,"['stylegan', 'generative-adversarial-networks', 'stylegan-model', 'stylegan-pytorch', 'stylegan2', 'stylegan2-model', 'stylegan2-pytorch', 'anime', 'anime-generation', 'pytorch', 'computer-vision', 'deep-learning', 'gans-models', 'gans', 'gan']",52,1,5,0,1,Python,149441,0,0,1,0,32,0,0,0,,,,,,,,,,,
cog-isa/htm-rl,https://github.com/cog-isa/htm-rl,FALSE,5/18/2020 14:10,[],6,4,0,2,4,Python,33148,0,0,17,10,1154,0,0,0,,,,,,,,,,,
burlachenkok/flpytorch,https://github.com/burlachenkok/flpytorch,FALSE,7/10/2022 2:14,"['federated-learning', 'optimization-algorithms']",21,2,4,0,1,Python,87687,7,0,2,1,9,0,0,0,,,,,,,,,,,
paulomann/ReadAndSee,https://github.com/paulomann/ReadAndSee,FALSE,4/2/2019 20:53,[],5,5,3,0,1,Python,60507,1,0,4,0,100,0,0,0,,,,,,,,,,,
HU-ICT-LAB/RobotWars,https://github.com/HU-ICT-LAB/RobotWars,FALSE,9/14/2021 11:40,"['robomaster', 's1', 'reinforcement-learning', 'react', 'robots', 'ai', 'artificial-intelligence', 'artificial-intelligence-algorithms', 'hu', 'hogeschool-utrecht', 'python', 'dji', 'flask']",10,0,1,0,7,Python,34620,28,0,41,0,179,2,0,0,,,,,,,,,,,
ygjwd12345/CAF,https://github.com/ygjwd12345/CAF,FALSE,3/26/2022 22:47,[],9,1,2,0,1,Python,12873,0,0,1,0,6,0,0,0,,,,,,,,,,,
dobro12/CPO,https://github.com/dobro12/CPO,FALSE,8/29/2020 12:35,[],13,3,3,0,1,Python,33,1,0,1,0,12,0,0,0,,,,,,,,,,,
allenai/CSR,https://github.com/allenai/CSR,FALSE,3/15/2022 18:00,[],42,2,6,0,2,Python,1223,1,0,1,0,4,0,0,0,,,,,,,,,,,
SunYanCN/Voiceprint-Recognition,https://github.com/SunYanCN/Voiceprint-Recognition,FALSE,9/3/2019 7:03,[],42,0,17,0,1,Python,81969,1,0,1,0,2,0,0,0,,,,,,,,,,,
marrlab/SHAPR_torch,https://github.com/marrlab/SHAPR_torch,FALSE,3/3/2022 10:46,"['cubical-complexes', 'deep-learning', 'image-reconstruction', 'persistent-homology', 'pytorch', 'segmentation', 'topological-data-analysis', 'topological-machine-learning']",8,6,3,0,2,Python,11684,0,0,1,0,249,0,0,0,,,,,,,,,,,
SKKU-ESLAB/Auto-Compression,https://github.com/SKKU-ESLAB/Auto-Compression,FALSE,11/26/2019 4:25,"['machine-learning', 'neural-architecture-search', 'model-compression']",16,12,14,0,7,C,9678,2,0,1,0,518,0,0,0,,,,,,,,,,,
hysts/pl_gaze_estimation,https://github.com/hysts/pl_gaze_estimation,FALSE,11/25/2021 12:32,"['computer-vision', 'gaze', 'gaze-estimation', 'pytorch', 'pytorch-lightning']",17,1,7,0,1,Python,46,0,0,1,0,16,0,0,0,,,,,,,,,,,
proger/uk,https://github.com/proger/uk,FALSE,4/18/2022 21:23,"['dataset-generation', 'forced-alignment', 'kaldi', 'speech-recognition', 'ukrainian-language', 'hmm', 'ukrainian']",11,1,0,0,1,Python,6839,0,0,1,0,89,0,0,0,,,,,,,,,,,
mackelab/gatsbi,https://github.com/mackelab/gatsbi,FALSE,1/30/2022 15:05,[],8,10,3,0,2,Python,16102,0,0,1,0,22,0,0,0,,,,,,,,,,,
merveenoyan/huggingface-wandb-workshop,https://github.com/merveenoyan/huggingface-wandb-workshop,FALSE,2/1/2022 9:02,[],5,1,0,0,1,Jupyter Notebook,107,0,0,1,0,5,0,0,0,,,,,,,,,,,
wonbeomjang/mobile-hair-segmentation-pytorch,https://github.com/wonbeomjang/mobile-hair-segmentation-pytorch,FALSE,12/28/2018 15:45,[],119,4,27,1,2,Python,202360,1,0,1,1,116,0,0,1,,,,,,,,,,,
IvanKurnosov/mask_detector,https://github.com/IvanKurnosov/mask_detector,FALSE,4/12/2021 10:04,[],5,1,0,0,1,Jupyter Notebook,52310,0,0,1,0,4,0,0,0,,,,,,,,,,,
mohamadmansourX/SauvolaNet-Training,https://github.com/mohamadmansourX/SauvolaNet-Training,FALSE,9/9/2021 12:20,"['binarization', 'sauvola', 'image-processing', 'document-binarization', 'deep-learning']",6,2,0,0,1,Jupyter Notebook,24112,0,0,2,0,45,0,0,23,,,,,,,,,,,
clvrai/goal_prox_il,https://github.com/clvrai/goal_prox_il,FALSE,10/26/2021 18:30,['imitation-learning'],10,2,0,0,2,Python,40569,0,0,1,0,13,0,0,6,,,,,,,,,,,
bchampp/autonomous-driving,https://github.com/bchampp/autonomous-driving,FALSE,11/14/2020 19:23,"['computer-vision', 'autonomous-driving', 'machine-learning', 'ros']",6,1,0,0,3,Python,259359,0,0,1,0,17,0,0,0,,,,,,,,,,,
John1liu/YOLOV5-DeepSORT-Vehicle-Tracking-Master,https://github.com/John1liu/YOLOV5-DeepSORT-Vehicle-Tracking-Master,FALSE,5/23/2021 1:56,[],34,1,6,0,1,Jupyter Notebook,3586,6,0,1,0,12,0,0,0,,,,,,,,,,,
klory/CookGAN,https://github.com/klory/CookGAN,FALSE,12/8/2020 19:34,[],18,1,5,0,1,Python,235,1,0,2,0,7,0,0,0,,,,,,,,,,,
open-mmlab/mmcv,https://github.com/open-mmlab/mmcv,FALSE,8/22/2018 7:05,[],4439,80,1249,53,220,Python,13425,176,53,4,99,1242,3,0,0,,,,,,,,,,,
jkd2021/YOLOv5-Model-with-Lane-Detection,https://github.com/jkd2021/YOLOv5-Model-with-Lane-Detection,FALSE,2/4/2022 19:46,"['yolov5', 'object-detection', 'python', 'python3', 'lane-detection', 'hough-transformation', 'integration', 'autonomous-driving', 'cv2', 'pytorch']",11,1,1,0,1,Jupyter Notebook,25408,3,0,1,0,56,0,0,0,,,,,,,,,,,
bayesgroup/HSE_ML_research_seminar,https://github.com/bayesgroup/HSE_ML_research_seminar,FALSE,9/11/2019 18:27,[],19,10,5,0,6,Jupyter Notebook,1693057,0,0,1,0,242,0,0,0,,,,,,,,,,,
VectorInstitute/forecasting-bootcamp,https://github.com/VectorInstitute/forecasting-bootcamp,FALSE,1/11/2022 18:12,[],26,34,5,0,6,Jupyter Notebook,1899842,0,0,25,0,174,0,0,0,,,,,,,,,,,
yousefis/DenseUnet_Esophagus_Segmentation,https://github.com/yousefis/DenseUnet_Esophagus_Segmentation,FALSE,2/24/2020 13:03,[],18,1,5,0,1,Python,27914,4,3,4,0,138,0,0,0,,,,,,,,,,,
smearle/control-pcgrl,https://github.com/smearle/control-pcgrl,FALSE,12/11/2019 0:46,"['deep-learning', 'evolutionary-algorithms', 'neural-cellular-automata', 'quality-diversity', 'reinforcement-learning']",22,2,10,0,8,Python,135862,2,2,15,0,817,0,0,0,,,,,,,,,,,
facebookresearch/stopes,https://github.com/facebookresearch/stopes,FALSE,6/2/2022 12:46,"['dataset', 'dataset-generation', 'machine-learning', 'nmt', 'translation', 'machine-translation', 'machine-translation-data-processing']",93,18,8,0,7,Python,1469,4,1,6,0,17,0,0,16,,,,,,,,,,,
yjw1029/Efficient-FedRec,https://github.com/yjw1029/Efficient-FedRec,FALSE,9/3/2021 4:30,[],32,1,5,0,1,Python,1405,0,0,2,0,22,0,0,0,,,,,,,,,,,
confifu/TryOnGAN-pytorch,https://github.com/confifu/TryOnGAN-pytorch,FALSE,6/26/2021 4:00,[],11,1,5,0,1,Python,3112,2,0,14,0,28,0,0,0,,,,,,,,,,,
bcaitech1/p4-fr-sorry-math-but-love-you,https://github.com/bcaitech1/p4-fr-sorry-math-but-love-you,FALSE,5/24/2021 3:23,"['scene-text-recognition', 'optical-character-recognition', 'pytorch', 'artificial-intelligence']",8,4,6,0,6,Python,10769,3,3,8,0,367,0,0,0,,,,,,,,,,,
peerdavid/layerwise-batch-entropy,https://github.com/peerdavid/layerwise-batch-entropy,FALSE,7/30/2022 9:16,[],13,1,2,0,1,Python,61,0,0,1,0,4,0,0,0,,,,,,,,,,,
bigscience-workshop/data-preparation,https://github.com/bigscience-workshop/data-preparation,FALSE,4/25/2022 10:08,"['dataset', 'large-language-models', 'multilingual']",27,21,5,0,9,Jupyter Notebook,951,2,1,28,0,45,0,0,0,,,,,,,,,,,
archinetai/audio-diffusion-pytorch-trainer,https://github.com/archinetai/audio-diffusion-pytorch-trainer,FALSE,8/19/2022 8:56,"['artificial-intelligence', 'audio-generation', 'deep-learning', 'denoising-diffusion']",47,1,10,0,1,Python,226,2,0,1,0,325,0,0,0,,,,,,,,,,,
mlcommons/algorithmic-efficiency,https://github.com/mlcommons/algorithmic-efficiency,FALSE,2/16/2021 19:30,[],63,19,22,0,19,Python,2359,22,5,6,0,1289,0,0,0,,,,,,,,,,,
ermongroup/BCD-Nets,https://github.com/ermongroup/BCD-Nets,FALSE,10/26/2021 4:54,[],14,6,2,0,1,Python,299,1,0,1,0,2,0,0,0,,,,,,,,,,,
Liu-Hy/nlp-contrib-graph,https://github.com/Liu-Hy/nlp-contrib-graph,FALSE,11/7/2020 21:13,[],8,4,0,0,1,Python,204537,0,0,1,0,33,0,0,0,,,,,,,,,,,
xukai92/a-reproducible-research-workflow,https://github.com/xukai92/a-reproducible-research-workflow,FALSE,6/27/2021 13:00,[],15,2,2,0,0,Jupyter Notebook,119,0,0,1,0,5,0,0,0,,,,,,,,,,,
alexgaskell10/nlp_summarization,https://github.com/alexgaskell10/nlp_summarization,FALSE,9/1/2020 15:55,"['machine-learning', 'nlp', 'seq2seq', 'text-summarization']",7,2,8,0,1,Python,64717,1,1,1,0,29,0,0,0,,,,,,,,,,,
didi/MeetDot,https://github.com/didi/MeetDot,FALSE,9/8/2021 10:52,[],9,3,3,0,1,Python,1467,0,0,2,0,3,0,0,0,,,,,,,,,,,
jianglongye/gifs,https://github.com/jianglongye/gifs,FALSE,7/16/2022 3:51,"['3d-shape', 'computer-vision', 'deep-learning', 'implicit-neural-representation']",53,5,1,0,1,Python,4656,0,0,1,0,8,0,0,0,,,,,,,,,,,
tornikeo/gpt-4chan,https://github.com/tornikeo/gpt-4chan,FALSE,4/21/2022 14:22,[],13,1,0,0,1,,828,0,0,1,0,24,0,0,0,,,,,,,,,,,
Luodian/Generalizable-Mixture-of-Experts,https://github.com/Luodian/Generalizable-Mixture-of-Experts,FALSE,5/28/2022 4:17,"['deep-learning', 'domain-generalization', 'pytorch', 'pytorch-implementation']",52,2,3,0,1,Python,2135,1,0,1,0,23,0,0,0,,,,,,,,,,,
JiqianDong/GCQ_source,https://github.com/JiqianDong/GCQ_source,FALSE,4/6/2020 20:37,[],6,2,4,0,1,Jupyter Notebook,13479,0,0,1,0,46,0,0,0,,,,,,,,,,,
diningphil/PyDGN,https://github.com/diningphil/PyDGN,FALSE,3/21/2020 20:47,"['deep-graph-networks', 'evaluation-framework', 'deep-learning-for-graphs']",190,4,13,27,4,Python,10776,4,0,2,30,312,0,0,0,,,,,,,,,,,
