Repo,Link,Archived,Creation Date,Topics,#Star,#Watch,#Fork,#Releases,#Contributors,Languages,Size,#Open Issues,#Pull Requests,#Branches,#Tags,#Commits,#Comments,#Downloads,#Deployments
jiali-ms/JLM,https://github.com/jiali-ms/JLM,FALSE,1/8/2018 9:20,"['tensorflow', 'language-modeling', 'lstm', 'decoder', 'deep-neural-networks', 'beam-search', 'viterbi']",108,15,25,0,2,Python,54225,0,0,2,0,48,0,0,0
nnaisense/max,https://github.com/nnaisense/MAX,FALSE,5/13/2019 14:20,"['deep-reinforcement-learning', 'model-based-rl', 'reinforcement-learning', 'exploration']",65,4,14,0,2,Python,49,1,0,1,0,6,0,0,0
DA4EVENT/home,https://github.com/DA4EVENT/home,FALSE,7/15/2021 20:32,[],7,2,2,0,3,Python,6323,0,0,1,0,20,0,0,0
sigeisler/robustness_of_gnns_at_scale,https://github.com/sigeisler/robustness_of_gnns_at_scale,FALSE,9/13/2021 12:05,[],17,3,5,0,3,Jupyter Notebook,338940,2,0,2,0,469,0,0,0
arthurmensch/g-softmax,https://github.com/arthurmensch/g-softmax,FALSE,1/31/2019 9:35,[],12,2,2,0,1,Python,332,0,0,2,0,56,0,0,0
WangLiwen1994/DLN,https://github.com/WangLiwen1994/DLN,FALSE,7/19/2020 13:26,[],21,2,8,0,1,Python,1380,2,0,1,0,4,0,0,0
BorgwardtLab/topo-ae-distances,https://github.com/BorgwardtLab/topo-ae-distances,FALSE,10/2/2020 15:00,[],8,5,1,0,4,Python,53020,0,0,2,0,484,0,0,0
m-bain/CondensedMovies-chall,https://github.com/m-bain/CondensedMovies-chall,FALSE,5/24/2021 14:31,[],11,2,0,0,2,Python,178,0,0,1,0,40,0,0,0
f90/Tensorflow-Char-LSTM,https://github.com/f90/Tensorflow-Char-LSTM,FALSE,12/11/2016 19:02,[],7,1,1,0,1,Python,15,0,0,1,0,3,0,0,0
fdlm/chordrec,https://github.com/fdlm/chordrec,FALSE,7/22/2016 8:11,[],30,4,10,0,0,Python,7669,0,0,1,0,126,0,0,0
GoodAI/distributed_es,https://github.com/GoodAI/distributed_es,FALSE,4/30/2020 8:30,[],6,3,3,0,1,Python,18727,0,0,1,0,7,0,0,0
oopil/3D_medical_image_FSS,https://github.com/oopil/3D_medical_image_FSS,FALSE,10/23/2020 7:22,[],9,2,1,0,1,Python,145,1,0,1,0,8,0,0,0
TonghanWang/DOP,https://github.com/TonghanWang/DOP,FALSE,7/27/2020 8:09,[],44,2,13,0,1,Python,151,11,9,8,0,12,0,0,0
svip-lab/PlanarReconstruction,https://github.com/svip-lab/PlanarReconstruction,FALSE,2/25/2019 10:50,"['pytorch', 'cvpr2019', 'computer-vision', 'deep-learning']",319,22,79,0,3,Python,837,9,0,1,0,21,0,0,0
tarik/pi-snm-qde,https://github.com/tarik/pi-snm-qde,FALSE,8/5/2020 10:43,[],8,3,3,0,1,Jupyter Notebook,1086,0,0,1,0,2,0,0,0
donkeyofking/lidar-sr,https://github.com/donkeyofking/lidar-sr,FALSE,8/8/2020 4:24,"['lidar', 'pointcloud', 'super-resolution', 'carla']",8,2,5,0,1,Python,16313,0,0,1,0,21,0,0,0
afung-git/margipose,https://github.com/afung-git/margipose,FALSE,4/20/2019 4:41,[],7,2,2,0,1,Mathematica,811719,4,1,1,0,47,0,0,0
xk-wang/onsets_and_frames_tensorRT,https://github.com/xk-wang/onsets_and_frames_tensorrt,FALSE,1/12/2022 11:50,[],6,2,3,0,1,C++,12803,0,0,1,0,2,0,0,0
kilianyp/person-multi-task-dataset,https://github.com/kilianyp/person-multi-task-dataset,FALSE,2/8/2020 16:37,"['multi-task', 'multi-dataset-training', 'computer-vision']",6,1,0,0,1,Python,180,7,7,8,0,5,0,0,0
johannbrehmer/pointers,https://github.com/johannbrehmer/pointers,FALSE,12/15/2020 14:17,[],15,1,2,0,1,Python,42,0,0,1,0,16,0,0,0
RonMcKay/OODRetrieval,https://github.com/RonMcKay/OODRetrieval,FALSE,4/14/2020 12:02,"['pytorch', 'deep-learning', 'semantic-segmentation', 'machine-learning', 'out-of-distribution-dectection', 'uncertainty', 'retrieval']",22,3,4,0,2,Python,5114,0,0,1,0,38,0,0,0
BorgwardtLab/mgp-tcn,https://github.com/BorgwardtLab/mgp-tcn,FALSE,4/16/2019 8:12,[],52,8,19,0,3,Python,120,3,1,2,0,25,0,0,0
Veleslavia/vimss,https://github.com/Veleslavia/vimss,FALSE,7/2/2018 3:56,[],29,3,5,0,3,Python,14032,0,0,11,0,110,1,0,0
mmrl/disent-and-gen,https://github.com/mmrl/disent-and-gen,FALSE,2/4/2021 9:47,"['generative-model', 'psychology', 'generalisation', 'generalization', 'pytorch', 'disentanglement', 'vae', 'beta-vae', 'deep-learning', 'machine-learning', 'variational-autoencoder']",21,3,0,0,1,Jupyter Notebook,835,0,0,1,0,2,0,0,0
fgnt/mms_msg,https://github.com/fgnt/mms_msg,FALSE,1/13/2022 9:29,[],31,4,6,0,6,Python,449,0,0,3,0,192,0,0,0
saizhang0218/TMC,https://github.com/saizhang0218/TMC,FALSE,10/18/2020 6:09,[],20,2,6,0,2,Python,97,3,0,1,0,38,0,0,0
alinlab/LfF,https://github.com/alinlab/LfF,FALSE,10/22/2020 7:42,[],63,4,7,0,1,Python,2406,5,0,1,0,1,0,0,0
hsvgbkhgbv/shapley-q-learning,https://github.com/hsvgbkhgbv/shapley-q-learning,FALSE,1/2/2021 1:21,"['multiagent-reinforcement-learning', 'marl', 'starcraft2', 'q-learning', 'shapley-value', 'interpretability']",17,1,9,0,1,Python,218,0,0,2,0,79,0,0,0
rajatvd/pytorch-utils,https://github.com/rajatvd/pytorch-utils,FALSE,6/6/2018 8:24,[],6,2,0,0,1,Jupyter Notebook,79398,2,0,2,0,72,0,0,0
marcocannici/matrixlstm,https://github.com/marcocannici/matrixlstm,FALSE,7/7/2020 13:19,[],21,1,4,0,1,Python,4212,3,0,2,0,4,0,0,6
oxwhirl/comix,https://github.com/oxwhirl/comix,FALSE,11/29/2020 16:50,[],31,3,11,0,1,Python,54,5,0,1,0,2,0,0,0
learningtitans/isic2018-part3,https://github.com/learningtitans/isic2018-part3,FALSE,8/31/2018 8:31,"['skin-cancer', 'deep-learning', 'image-classification']",18,4,7,0,1,Python,308,1,0,1,0,1,0,0,0
fgnt/sins,https://github.com/fgnt/sins,FALSE,10/21/2019 13:51,[],7,2,1,0,2,Python,2577,2,1,1,0,15,0,0,0
karush17/emix,https://github.com/karush17/emix,FALSE,8/27/2020 19:01,[],12,7,6,0,1,Python,14440,0,0,1,0,1,0,0,0
valeoai/3DGenZ,https://github.com/valeoai/3DGenZ,FALSE,12/9/2021 17:32,[],13,4,2,0,1,Python,4692,0,0,1,0,11,0,0,0
schufo/tisms,https://github.com/schufo/tisms,FALSE,10/16/2019 12:47,[],15,2,2,0,1,Python,39,0,0,1,0,10,0,0,0
timmeinhardt/trackformer,https://github.com/timmeinhardt/trackformer,FALSE,2/11/2021 12:03,[],301,11,67,0,6,Python,36685,35,2,1,0,56,0,0,0
TonghanWang/RODE,https://github.com/TonghanWang/RODE,FALSE,10/6/2020 0:35,[],50,1,16,0,1,Python,127,5,0,1,0,2,0,0,0
MrinankSharma/DP-PVI,https://github.com/MrinankSharma/DP-PVI,FALSE,7/10/2019 13:27,[],9,2,2,0,2,Jupyter Notebook,51125,9,9,12,0,364,0,0,0
drorlab/gert,https://github.com/drorlab/gert,FALSE,7/30/2022 19:36,[],5,7,0,0,1,Jupyter Notebook,5637,1,0,1,0,2,0,0,0
mboudiaf/TIM,https://github.com/mboudiaf/TIM,FALSE,6/10/2020 23:10,"['few-shot-classifcation', 'few-shot-learning', 'few-shot', 'neurips-2020', 'mutual-information', 'transductive-learning', 'optimization-methods']",98,5,17,0,1,Python,6411,2,0,1,0,18,0,0,0
Gerenuk/Data-Science-Notes,https://github.com/Gerenuk/Data-Science-Notes,FALSE,4/15/2018 12:18,[],8,2,0,0,3,HTML,1436,0,0,1,0,98,0,0,0
alexpashevich/E.T.,https://github.com/alexpashevich/E.T.,FALSE,5/4/2021 10:58,[],56,3,7,0,1,C,684,1,0,1,0,5,0,0,0
TUM-DAML/synthetic_coordinates,https://github.com/TUM-DAML/synthetic_coordinates,FALSE,10/11/2021 7:33,"['paper', 'pytorch', 'gnn', 'graph-neural-networks']",27,3,6,0,2,Python,26523,0,0,1,0,79,0,0,0
picagrad/WaveNILM,https://github.com/picagrad/WaveNILM,FALSE,6/17/2019 18:32,[],24,0,10,0,1,Python,67,4,3,3,0,22,0,0,0
HumanCompatibleAI/human_ai_robustness,https://github.com/HumanCompatibleAI/human_ai_robustness,FALSE,12/5/2019 22:23,[],16,8,1,0,2,Python,4699830,0,0,4,0,291,0,0,0
squaresLab/SOAR,https://github.com/squaresLab/SOAR,FALSE,10/18/2020 22:44,[],7,2,4,0,1,Python,144413,0,0,2,0,8,0,0,0
HumanCompatibleAI/adversarial-policies,https://github.com/HumanCompatibleAI/adversarial-policies,FALSE,11/17/2018 0:50,[],215,14,36,0,5,Python,5596,4,0,4,0,472,0,0,0
DrZero0/MACC,https://github.com/DrZero0/MACC,FALSE,4/25/2022 7:59,[],8,1,2,0,1,Python,978,0,0,1,0,4,0,0,0
deligentfool/HAVEN,https://github.com/deligentfool/HAVEN,FALSE,9/9/2021 13:08,[],6,1,1,0,1,Python,84,2,2,3,0,6,0,0,0
TUM-DAML/pprgo_tensorflow,https://github.com/TUM-DAML/pprgo_tensorflow,FALSE,7/7/2020 13:56,[],35,5,7,0,1,Python,10793,0,0,1,0,19,0,0,0
phil-bergmann/tracking_wo_bnw,https://github.com/phil-bergmann/tracking_wo_bnw,FALSE,12/25/2018 15:18,[],753,24,191,0,5,Python,6357,27,6,4,0,305,0,0,0
rajatvd/NeuralODE,https://github.com/rajatvd/NeuralODE,FALSE,12/21/2018 12:22,[],42,7,5,0,1,Python,61,0,0,1,0,40,0,0,0
Qwlouse/Binding,https://github.com/Qwlouse/Binding,FALSE,1/12/2016 18:22,[],21,2,5,0,1,Jupyter Notebook,166770,0,0,1,0,10,0,0,0
vladfi1/slippi-ai,https://github.com/vladfi1/slippi-ai,FALSE,11/10/2020 23:39,[],16,7,9,0,3,Python,5925,3,3,16,0,161,0,0,0
ethz-asl/background_foreground_segmentation,https://github.com/ethz-asl/background_foreground_segmentation,FALSE,10/13/2020 14:49,[],8,7,0,0,6,Jupyter Notebook,377060,2,1,23,0,678,0,0,0
James0618/unmas,https://github.com/James0618/unmas,FALSE,4/19/2021 8:38,[],29,8,4,0,1,Python,3530,0,0,1,0,11,0,0,0
uoe-agents/epymarl,https://github.com/uoe-agents/epymarl,FALSE,6/6/2021 11:54,[],204,5,48,0,5,Python,3066,10,0,1,0,37,0,0,0
vlomonaco/core50,https://github.com/vlomonaco/core50,FALSE,4/25/2017 17:56,"['benchmark', 'caffe', 'dataset', 'deep-learning', 'computer-vision', 'object-recognition', 'continuous-learning', 'paper', 'convolutional-neural-networks']",105,8,23,0,1,Python,66622,0,0,2,0,116,0,0,93
sangwook236/SWDT,https://github.com/sangwook236/SWDT,FALSE,8/21/2015 8:18,"['machine-learning', 'deep-learning', 'reinforcement-learning', 'artificial-intelligence', 'pattern-recognition', 'computer-vision', 'robotics', 'machine-science', 'failure-analysis']",16,3,3,0,2,C++,377709,0,0,1,0,2467,0,0,0
Jiangfeng-Xiong/SiamRPN-TF,https://github.com/Jiangfeng-Xiong/SiamRPN-TF,FALSE,12/18/2018 13:32,"['object-tracking', 'tensorflow']",19,1,5,0,1,Python,3125,3,0,1,0,31,0,0,0
svip-lab/IVOS-W,https://github.com/svip-lab/IVOS-W,FALSE,3/17/2021 17:39,"['cvpr2021', 'video-object-segmentation', 'reinforcement-learning']",37,6,4,0,2,Python,69,0,0,1,0,10,0,0,0
microsoft/distance-learner,https://github.com/microsoft/distance-learner,FALSE,6/25/2022 13:43,[],14,4,2,0,3,Python,717550,1,1,1,0,656,0,0,0
nnaisense/evotorch,https://github.com/nnaisense/evotorch,FALSE,8/8/2022 18:03,"['artificial-intelligence', 'evolutionary-computation', 'neural-networks', 'optimization-algorithms', 'distributed', 'gpu', 'python', 'pytorch', 'optimization', 'reinforcement-learning', 'evolutionary-algorithms']",712,10,41,4,5,Python,23390,3,0,5,4,21,0,0,40
TomVeniat/MNTDP,https://github.com/TomVeniat/MNTDP,FALSE,1/5/2021 14:41,[],17,2,2,0,1,Python,144,1,1,2,0,14,0,0,0
SherryJYC/3D-Tracking-MVS,https://github.com/SherryJYC/3D-Tracking-MVS,FALSE,2/23/2021 10:35,"['tracking', 'multicamera', 'video-processing', 'sports-analytics', 'playertracking']",68,4,17,0,5,Python,16896,0,0,1,0,117,0,0,0
TencentARC/MCQ,https://github.com/TencentARC/MCQ,FALSE,3/17/2022 3:52,[],91,2,11,0,1,Python,7778,6,1,1,0,101,0,0,0
fla-sil/PyTorrent,https://github.com/fla-sil/PyTorrent,FALSE,1/10/2021 20:30,[],27,2,20,0,4,,844788,0,0,1,0,54,0,0,0
halilbilgin/dta_pred,https://github.com/halilbilgin/dta_pred,FALSE,12/11/2018 22:30,[],5,2,2,0,1,Python,205204,0,0,1,0,77,0,0,0
cheng-01037/Causality-Medical-Image-Domain-Generalization,https://github.com/cheng-01037/Causality-Medical-Image-Domain-Generalization,FALSE,2/26/2022 20:33,[],23,1,4,0,1,Jupyter Notebook,335,0,0,1,0,7,0,0,0
LibraryOfCongress/Exploring-ML-with-Project-Aida,https://github.com/LibraryOfCongress/Exploring-ML-with-Project-Aida,FALSE,1/21/2020 18:49,[],11,5,1,0,1,Jupyter Notebook,78903,6,5,6,0,3,0,0,0
ethz-asl/modular_semantic_segmentation,https://github.com/ethz-asl/modular_semantic_segmentation,FALSE,7/16/2018 10:23,"['tensorflow', 'robotics', 'semantic-segmentation', 'arxiv']",24,14,10,0,3,Jupyter Notebook,1521,0,0,1,0,610,0,0,0
miguelsvasco/gmc,https://github.com/miguelsvasco/gmc,FALSE,5/23/2022 8:15,[],9,2,1,0,2,Python,2411,0,0,1,0,17,0,0,0
dfilan/clusterability_in_neural_networks,https://github.com/dfilan/clusterability_in_neural_networks,FALSE,2/4/2021 20:02,[],5,2,1,0,2,Jupyter Notebook,179138,1,0,1,0,26,0,0,0
mahi97/XQMIX,https://github.com/mahi97/XQMIX,FALSE,12/31/2020 11:32,[],5,2,1,0,7,Python,2064,0,0,1,0,63,0,0,0
fatemehazimi990/Pytorch-VideoFlow,https://github.com/fatemehazimi990/Pytorch-VideoFlow,FALSE,1/21/2020 7:03,[],10,1,2,0,1,Python,13,1,0,1,0,3,0,0,0
GoodAI/GTN,https://github.com/GoodAI/GTN,FALSE,3/6/2020 12:23,[],25,8,9,0,1,Jupyter Notebook,4459,2,0,1,0,8,0,0,0
xxlong0/CNMNet,https://github.com/xxlong0/CNMNet,FALSE,2/12/2020 15:02,"['depth', 'normal', 'mvs', 'multi-view-stereo']",44,4,5,0,2,Python,1193,2,0,1,0,24,0,0,24
xserban/mtorch,https://github.com/xserban/mtorch,FALSE,7/26/2019 13:14,[],5,2,2,0,8,Python,502,4,2,13,0,424,0,0,0
Anna146/HiddenAttributeModels,https://github.com/Anna146/HiddenAttributeModels,FALSE,1/29/2019 11:58,[],14,4,8,0,2,Python,51154,2,0,1,0,95,0,0,0
neuroinfo-os/deep-bottleneck,https://github.com/neuroinfo-os/deep-bottleneck,FALSE,2/5/2018 16:06,[],23,8,4,1,12,Jupyter Notebook,92272,13,2,17,1,233,2,0,0
kaixin96/PANet,https://github.com/kaixin96/PANet,FALSE,10/21/2019 12:29,[],245,7,51,0,2,Python,34,10,0,1,0,13,0,0,0
yu-frank/PerspectiveCropLayers,https://github.com/yu-frank/PerspectiveCropLayers,FALSE,3/21/2021 19:22,[],23,3,0,0,1,Jupyter Notebook,499391,0,0,1,0,9,0,0,0
oxwhirl/pymarl,https://github.com/oxwhirl/pymarl,FALSE,10/25/2018 13:48,[],1271,29,335,0,6,Python,281,49,11,7,0,42,0,0,0
Xiangyi1996/PPNet-PyTorch,https://github.com/Xiangyi1996/PPNet-PyTorch,FALSE,7/31/2020 6:46,[],103,9,16,0,1,Python,9037,4,0,1,0,14,0,0,0
FelixFu520/README,https://github.com/FelixFu520/README,FALSE,7/20/2021 9:01,['deaplearning'],20,3,7,1,2,Jupyter Notebook,238756,0,0,1,1,175,0,0,0
cwitkowitz/sparse-analytic-filters,https://github.com/cwitkowitz/sparse-analytic-filters,FALSE,5/30/2021 20:30,[],5,1,2,0,1,Python,19,0,0,1,0,9,0,0,0
oughtinc/raft-baselines,https://github.com/oughtinc/raft-baselines,FALSE,8/26/2021 16:14,[],9,2,10,0,3,Python,4243,1,0,8,0,112,0,0,0
gcinbis/deep-generative-models-course-projects,https://github.com/gcinbis/deep-generative-models-course-projects,FALSE,7/6/2020 5:53,[],33,2,2,0,2,Jupyter Notebook,763188,3,3,4,0,51,0,0,0
yuvalatzmon/SACRED_HYPEROPT_Example,https://github.com/yuvalatzmon/SACRED_HYPEROPT_Example,FALSE,8/24/2018 17:03,"['machine-learning', 'machine-learning-api', 'hyperparameter-optimization']",24,2,5,0,2,Jupyter Notebook,96,1,1,1,0,22,0,0,0
basveeling/wavenet,https://github.com/basveeling/wavenet,FALSE,9/12/2016 11:29,[],1047,60,225,0,4,Python,38342,9,1,3,0,54,1,0,0
cqian19/qmix-plus,https://github.com/cqian19/qmix-plus,FALSE,4/21/2019 3:19,[],14,4,1,0,6,Python,1635,0,0,1,0,45,0,0,0
HazyResearch/butterfly,https://github.com/HazyResearch/butterfly,FALSE,11/12/2018 1:41,[],101,20,23,0,4,Python,1380,14,2,14,1,738,0,0,0
MihailBogojeski/ml-dft,https://github.com/MihailBogojeski/ml-dft,FALSE,9/14/2020 22:15,[],12,2,6,0,1,Python,90951,0,0,1,0,9,0,0,0
HS-YN/PanoAVQA,https://github.com/HS-YN/PanoAVQA,FALSE,10/12/2021 5:13,[],7,2,2,0,1,Python,736,3,0,1,0,2,0,0,0
zhenxili96/MBST,https://github.com/zhenxili96/MBST,FALSE,9/10/2018 16:44,[],6,3,1,0,1,Python,1560,1,0,1,0,4,0,0,0
chck/ml-management-tools,https://github.com/chck/ml-management-tools,FALSE,5/3/2020 11:31,"['hydra', 'kedro', 'mlflow', 'sacred', 'airflow', 'metaflow', 'optuna', 'skopt']",5,2,0,0,1,Jupyter Notebook,177,1,1,2,0,19,0,0,0
wandb/wandb,https://github.com/wandb/wandb,FALSE,3/24/2017 5:46,"['machine-learning', 'experiment-track', 'deep-learning', 'keras', 'tensorflow', 'pytorch', 'hyperparameter-search', 'reinforcement-learning', 'mlops', 'data-science', 'collaboration', 'hyperparameter-optimization', 'reproducibility', 'hyperparameter-tuning', 'data-versioning', 'model-versioning', 'ml-platform']",4904,36,376,103,113,Python,58504,675,157,463,117,4866,45,0,2281
theGreenJedi/Path,https://github.com/theGreenJedi/Path,FALSE,4/9/2017 5:57,[],5,0,2,0,1,Jupyter Notebook,7822070,5,4,5,0,150,1,0,0
sjoerdvansteenkiste/Relational-NEM,https://github.com/sjoerdvansteenkiste/Relational-NEM,FALSE,2/12/2018 10:08,[],66,3,19,1,2,Python,13906,10,7,8,1,6,0,0,0
a-doering/tracker_w_correlation_motion_model,https://github.com/a-doering/tracker_w_correlation_motion_model,FALSE,5/11/2020 21:20,"['tracking', 'deep-learning', 'multiple-object-tracking', 'optical-flow', 'tracktor']",8,0,2,0,6,Python,7564,12,12,14,0,333,4,0,0
kentonl/ran,https://github.com/kentonl/ran,FALSE,6/29/2017 2:57,[],46,6,5,0,1,Python,24,0,0,1,0,1,0,0,0
oxwhirl/facmac,https://github.com/oxwhirl/facmac,FALSE,10/25/2021 13:25,[],35,3,12,0,1,Python,75,1,0,1,0,1,0,0,0
hpcaitech/ColossalAI-Examples,https://github.com/hpcaitech/ColossalAI-Examples,FALSE,1/18/2022 3:48,[],145,10,64,0,23,Python,2299,24,5,8,0,173,0,0,0
ondrejba/action_priors,https://github.com/ondrejba/action_priors,FALSE,1/27/2021 22:49,[],8,3,2,0,1,Python,12185,0,0,1,0,4,0,0,0
TeamofMIS/meet,https://github.com/TeamofMIS/meet,FALSE,11/11/2020 8:31,['meet'],5,2,1,0,10,HTML,65881,0,0,1,0,216,0,0,187
LiuFang816/SALSTM_py_data,https://github.com/LiuFang816/SALSTM_py_data,FALSE,12/12/2019 7:29,[],9,1,4,0,1,Python,208253,0,0,1,0,1,0,0,0
showlab/Region_Learner,https://github.com/showlab/Region_Learner,FALSE,11/21/2021 13:20,['video-language'],33,4,3,0,1,Python,15398,0,0,1,0,18,0,0,0
jozhang97/side-tuning,https://github.com/jozhang97/side-tuning,FALSE,1/12/2020 3:43,[],54,4,2,0,1,Python,133268,2,1,4,0,3,0,0,0
fgnt/graph_pit,https://github.com/fgnt/graph_pit,FALSE,4/2/2021 19:17,[],24,5,5,0,2,Python,131,0,0,2,0,85,0,0,0
WangFei-2019/Image-text-Retrieval,https://github.com/WangFei-2019/Image-text-Retrieval,FALSE,3/1/2020 4:57,[],16,2,3,0,3,Python,7867,0,0,2,0,34,0,0,0
oscarkey/multitask-learning,https://github.com/oscarkey/multitask-learning,FALSE,2/19/2019 13:27,[],50,5,8,0,4,Jupyter Notebook,12724,2,0,1,0,392,0,0,0
agopal42/permakey,https://github.com/agopal42/permakey,FALSE,3/19/2021 11:49,"['unsupervised-learning', 'deep-reinforcement-learning', 'atari-2600', 'tensorflow']",9,3,2,0,1,Jupyter Notebook,506,2,0,1,0,7,0,0,0
LIVIAETS/MT-MTDA,https://github.com/LIVIAETS/MT-MTDA,FALSE,11/2/2020 14:25,[],14,4,1,0,2,Python,32,0,0,1,0,5,0,0,0
CopticScriptorium/coptic-nlp,https://github.com/CopticScriptorium/coptic-nlp,FALSE,5/8/2016 20:45,[],12,4,5,3,3,Python,365082,11,1,2,3,355,0,0,0
gasteigerjo/lcn,https://github.com/gasteigerjo/lcn,FALSE,7/11/2021 23:32,"['optimal-transport', 'kernel-approximation', 'paper', 'machine-learning']",13,1,3,0,1,Python,88,0,0,1,0,14,0,0,0
yalidu/liir,https://github.com/yalidu/liir,FALSE,10/22/2019 3:17,[],45,2,12,0,1,Python,25,5,4,5,0,3,0,0,0
ethnhe/PVN3D,https://github.com/ethnhe/PVN3D,FALSE,9/16/2019 8:34,[],386,20,98,0,2,Python,82722,23,1,2,0,36,0,0,0
simsimiSION/pymarl-algorithm-extension-via-starcraft,https://github.com/simsimiSION/pymarl-algorithm-extension-via-starcraft,FALSE,8/9/2020 5:11,[],13,2,0,0,1,Python,186,0,0,1,0,8,0,0,0
GoodAI/badger-2019,https://github.com/GoodAI/badger-2019,FALSE,12/3/2019 13:48,[],29,12,14,0,1,Jupyter Notebook,75207,2,0,1,0,18,0,0,0
keras-team/keras-contrib,https://github.com/keras-team/keras-contrib,FALSE,1/25/2017 2:26,"['keras', 'theano', 'tensorflow', 'machine-learning', 'deep-learning', 'neural-networks', 'data-science']",1570,81,660,0,50,Python,868,191,36,25,0,579,16,0,0
AMLab-Amsterdam/Manuals,https://github.com/AMLab-Amsterdam/Manuals,FALSE,11/15/2016 16:24,[],16,4,7,0,4,Python,17,0,0,1,0,26,0,0,0
hsiehjackson/Mr.Right,https://github.com/hsiehjackson/Mr.Right,FALSE,6/8/2022 22:59,[],10,1,2,0,1,Python,1734,1,0,1,0,9,0,0,0
djib2011/high-res-mapping,https://github.com/djib2011/high-res-mapping,FALSE,2/7/2019 15:52,"['deep-learning', 'deep-neural-networks', 'convolutional-neural-networks', 'class-activation-map', 'discriminative-localization', 'image-classification']",12,3,3,0,2,Python,10597,0,0,1,0,37,0,0,0
TonghanWang/ROMA,https://github.com/TonghanWang/ROMA,FALSE,3/22/2020 5:34,[],122,4,31,0,3,Python,100,13,7,8,0,15,0,0,0
danielzuegner/code-transformer,https://github.com/danielzuegner/code-transformer,FALSE,3/4/2021 14:12,"['deep-learning', 'machine-learning', 'ml4code', 'transformers', 'iclr2021']",128,8,27,0,3,Python,2775,2,0,1,0,19,0,0,0
ceshine/favorita_sales_forecasting,https://github.com/ceshine/favorita_sales_forecasting,FALSE,2/10/2018 10:21,"['pytorch', 'time-series', 'python']",26,2,12,0,1,Python,41,0,0,1,0,10,0,0,0
jason9693/FROZEN,https://github.com/jason9693/FROZEN,FALSE,1/25/2022 21:18,[],10,1,1,0,2,Python,377,0,0,3,0,43,0,0,0
AnujMahajanOxf/MAVEN,https://github.com/AnujMahajanOxf/MAVEN,FALSE,10/21/2019 1:17,[],46,6,19,0,1,Python,5161,4,0,1,0,16,0,0,0
damo-cv/TransFGU,https://github.com/damo-cv/TransFGU,FALSE,12/2/2021 8:01,[],15,2,2,0,1,Python,49,0,0,1,0,5,0,0,0
