Repo,Link,Archived,Creation Date,Topics,#Star,#Watch,#Fork,#Releases,#Contributors,Languages,Size,#Open Issues,#Pull Requests,#Branches,#Tags,#Commits,#Comments,#Downloads,#Deployments,,,,,,,,,,,
jean-zay-users/jean-zay-doc,https://github.com/jean-zay-users/jean-zay-doc,FALSE,11/15/2019 16:14,"['hpc', 'hpc-cluster', 'artificial-intelligence', 'machine-learning', 'idris', 'genci']",77,12,30,0,18,,731,19,0,1,0,90,0,0,0,,,,,,,,,,,
borisdayma/wav2vec4humans,https://github.com/borisdayma/wav2vec4humans,FALSE,3/23/2021 15:20,[],8,3,4,0,1,Python,648,0,0,1,0,99,0,0,0,,,,,,,,,,,
checkstep/senti-stance,https://github.com/checkstep/senti-stance,FALSE,2/1/2022 12:02,"['nlp', 'ai', 'cross-lingual', 'few-shot', 'stance', 'stance-detection', 'pattern-exploiting', 'sentiment-analysis', 'sentiment', 'label-encoder', 'multilingual']",6,3,1,0,1,Python,45829,0,0,2,0,6,0,0,0,,,,,,,,,,,
jkatzsam/woods_ood,https://github.com/jkatzsam/woods_ood,FALSE,2/17/2022 2:19,[],7,1,0,0,2,Python,16835,0,0,1,0,6,0,0,0,,,,,,,,,,,
aws-samples/aiot-e2e-sagemaker-greengrass-v2-nvidia-jetson,https://github.com/aws-samples/aiot-e2e-sagemaker-greengrass-v2-nvidia-jetson,FALSE,8/30/2021 23:59,[],10,8,2,0,3,Python,132815,2,2,3,0,22,0,0,0,,,,,,,,,,,
j-min/VL-T5,https://github.com/j-min/VL-T5,FALSE,2/5/2021 1:44,"['vision-and-language', 'pretraining', 'transformers', 'vl-t5', 'vl-bart']",264,10,46,0,3,Python,1056,11,0,1,0,38,0,0,0,,,,,,,,,,,
pablo-aledo/dotfiles,https://github.com/pablo-aledo/dotfiles,FALSE,7/26/2017 18:16,[],7,1,1,0,3,Jupyter Notebook,1030963,52,52,53,0,3652,0,0,0,,,,,,,,,,,
yanaiela/pararel,https://github.com/yanaiela/pararel,FALSE,2/26/2021 14:20,[],24,2,3,0,2,Python,1280,2,0,1,0,15,0,0,0,,,,,,,,,,,
altsoph/EENLP,https://github.com/altsoph/EENLP,FALSE,7/12/2021 9:28,[],15,6,3,0,3,Jupyter Notebook,122676,0,0,4,0,337,0,0,0,,,,,,,,,,,
praveena2j/JointCrossAttention-for-AV-Fusion,https://github.com/praveena2j/JointCrossAttention-for-AV-Fusion,FALSE,3/25/2022 4:38,[],10,1,2,0,1,Python,144,3,0,1,0,6,0,0,0,,,,,,,,,,,
MUGE-2021/image-caption-baseline,https://github.com/MUGE-2021/image-caption-baseline,FALSE,9/16/2021 3:26,[],48,2,7,0,1,Python,3932,2,0,1,0,5,0,0,0,,,,,,,,,,,
encounter1997/DE-DETRs,https://github.com/encounter1997/DE-DETRs,FALSE,3/17/2022 4:29,"['object-detection', 'detection-transformer', 'data-efficiency']",60,2,4,0,1,Python,287,2,0,2,0,3,0,0,0,,,,,,,,,,,
willi-menapace/PlayableVideoGeneration,https://github.com/willi-menapace/PlayableVideoGeneration,FALSE,1/27/2021 13:46,[],133,9,22,0,1,Python,5800,2,0,1,0,15,0,0,0,,,,,,,,,,,
nlp-with-transformers/notebooks,https://github.com/nlp-with-transformers/notebooks,FALSE,10/28/2021 8:18,[],1997,50,471,0,10,Jupyter Notebook,29373,30,1,1,0,111,0,0,0,,,,,,,,,,,
cog-isa/forger,https://github.com/cog-isa/forger,FALSE,6/22/2020 13:38,[],20,6,5,0,4,Python,6995,0,0,2,0,32,0,0,0,,,,,,,,,,,
PartnershipOnAI/safelife,https://github.com/PartnershipOnAI/safelife,FALSE,11/21/2018 0:34,[],57,8,13,0,2,Python,6715,6,3,12,18,444,9,0,0,,,,,,,,,,,
zhangda1018/yolov5-crowdhuman,https://github.com/zhangda1018/yolov5-crowdhuman,FALSE,4/1/2022 12:51,[],9,1,1,0,1,Python,780,0,0,1,0,2,0,0,0,,,,,,,,,,,
Ayushk4/bias-stance,https://github.com/Ayushk4/bias-stance,FALSE,3/11/2021 15:12,"['targeted-stance-detection', 'stance-detection', 'naacl2021', 'pytorch', 'huggingface-transformers']",6,2,0,1,1,Python,621,0,0,2,1,17,0,0,0,,,,,,,,,,,
didriknielsen/survae_flows,https://github.com/didriknielsen/survae_flows,FALSE,7/3/2020 13:04,"['flows', 'survae-flows']",266,27,33,1,3,Python,4219,9,0,1,1,37,0,0,0,,,,,,,,,,,
yao-lab/yao-lab.github.io,https://github.com/yao-lab/yao-lab.github.io,FALSE,3/7/2018 6:46,[],23,4,33,0,1,Jupyter Notebook,2936491,0,0,1,0,1338,0,0,1184,,,,,,,,,,,
sshane/traffic-lights,https://github.com/sshane/traffic-lights,FALSE,2/10/2020 5:31,[],16,5,5,0,2,Python,15503,2,0,1,0,87,0,0,0,,,,,,,,,,,
George0828Zhang/sinkhorn-simultrans,https://github.com/George0828Zhang/sinkhorn-simultrans,FALSE,7/10/2021 14:57,"['neural-machine-translation', 'simultaneous-translation', 'machine-translation', 'deep-learning', 'pytorch', 'python', 'sinkhorn']",7,1,2,0,1,Python,8202,0,0,2,0,66,0,0,0,,,,,,,,,,,
cyrilzakka/MAE3D,https://github.com/cyrilzakka/MAE3D,FALSE,6/20/2022 7:57,[],8,2,0,0,1,Jupyter Notebook,1033,1,0,1,0,7,0,0,0,,,,,,,,,,,
POSTECH-CVLab/PyTorch-StudioGAN,https://github.com/POSTECH-CVLab/PyTorch-StudioGAN,FALSE,6/19/2020 4:09,"['pytorch', 'deep-learning', 'generative-adversarial-network', 'biggan', 'stylegan2', 'machine-learning', 'stylegan2-ada', 'stylegan3', 'data-efficient-gan-training', 'clean-fid']",2975,57,288,4,12,Python,27356,20,0,1,4,1564,1,0,0,,,,,,,,,,,
core-ml/coreml,https://github.com/core-ml/coreml,FALSE,8/1/2020 9:04,"['machine-learning', 'deep-learning', 'classification', 'framework', 'artificial-intelligence', 'neural-network']",16,4,3,0,5,Python,4360,25,25,28,0,221,0,0,0,,,,,,,,,,,
Stanford-ILIAD/ELLA,https://github.com/Stanford-ILIAD/ELLA,FALSE,3/9/2021 21:30,[],17,5,0,0,1,Python,6469,0,0,1,0,1,0,0,0,,,,,,,,,,,
kkgg0521/PYQT5-yolov5,https://github.com/kkgg0521/PYQT5-yolov5,FALSE,8/27/2021 5:54,"['pyqt5', 'yolov5', 'opencv']",6,1,5,0,1,Python,377,0,0,1,0,9,0,0,0,,,,,,,,,,,
CMUSTRUDEL/DIRTY,https://github.com/CMUSTRUDEL/DIRTY,FALSE,3/18/2021 14:14,[],74,7,13,0,7,Python,13715,1,0,2,0,320,0,0,0,,,,,,,,,,,
henrikmarklund/arm,https://github.com/henrikmarklund/arm,FALSE,7/6/2020 17:35,[],76,7,25,0,2,Python,66,3,3,5,0,4,0,0,0,,,,,,,,,,,
neurocard/neurocard,https://github.com/neurocard/neurocard,FALSE,9/18/2020 16:16,"['ml-for-systems', 'learned-database', 'cardinality-estimation', 'query-optimization', 'deep-generative-model', 'self-supervised-learning', 'transformers', 'data-sampling', 'probabilistic-models']",43,5,17,0,1,Python,54723,5,0,1,0,3,0,0,0,,,,,,,,,,,
dongdv95/yolov5,https://github.com/dongdv95/yolov5,FALSE,1/25/2022 16:43,[],30,1,30,0,1,Python,23995,5,0,1,0,1,0,0,0,,,,,,,,,,,
mohamedr002/CADA,https://github.com/mohamedr002/CADA,FALSE,3/3/2020 3:17,[],15,1,5,0,1,Python,5388,2,1,2,0,36,0,0,0,,,,,,,,,,,
nicpopovic/FREDo,https://github.com/nicpopovic/FREDo,FALSE,5/3/2022 14:43,[],12,2,6,0,1,Python,7899,1,0,1,0,7,0,0,0,,,,,,,,,,,
ml-jku/reactive-exploration,https://github.com/ml-jku/reactive-exploration,FALSE,7/4/2022 11:23,[],9,3,1,0,2,Python,381,1,0,1,0,6,0,0,0,,,,,,,,,,,
zjunlp/KnowPrompt,https://github.com/zjunlp/KnowPrompt,FALSE,10/21/2021 6:40,"['relation-extraction', 'prompt-tuning', 'few-shot-learning', 'tacred', 'dialogre', 'semeval', 'prompt', 'knowprompt', 'prompt-learning', 're', 'knowledge-informed-prompt-learning', 'pytorch']",123,4,22,0,3,Python,29197,0,0,1,0,34,0,0,0,,,,,,,,,,,
swsamleo/MLSTGCN,https://github.com/swsamleo/MLSTGCN,FALSE,4/22/2022 20:58,[],32,4,1,0,1,Python,3705,0,0,1,0,3,0,0,0,,,,,,,,,,,
NeuralMMO/baselines,https://github.com/NeuralMMO/baselines,FALSE,12/15/2021 3:09,[],23,1,10,0,1,Python,69115,6,1,14,0,135,0,0,0,,,,,,,,,,,
jedeschaud/ct_icp,https://github.com/jedeschaud/ct_icp,FALSE,5/18/2021 13:16,"['lidar', 'odometry', 'robotics', 'ros', 'slam', 'ct-icp']",337,10,65,1,3,C++,115015,11,1,11,1,256,0,0,0,,,,,,,,,,,
vinayakakv/android-malware-detection,https://github.com/vinayakakv/android-malware-detection,FALSE,8/17/2020 10:27,"['android', 'android-malware-detection', 'android-malware-analysis', 'deep-learning', 'graph-deep-learning', 'dgl', 'pytorch-lightning', 'pytorch', 'source-code-analysis']",8,1,6,0,1,Jupyter Notebook,29863,7,0,2,0,118,0,0,0,,,,,,,,,,,
iitm-sysdl/FuSeConv,https://github.com/iitm-sysdl/FuSeConv,FALSE,12/26/2020 6:30,[],9,3,4,0,2,Python,31251,0,0,1,0,111,0,0,0,,,,,,,,,,,
sanjaykariyappa/MAZE,https://github.com/sanjaykariyappa/MAZE,FALSE,12/12/2021 12:00,[],12,1,4,0,1,Python,37,0,0,1,0,3,0,0,0,,,,,,,,,,,
mishapadidar/GP-Derivatives-Variational-Inference,https://github.com/mishapadidar/GP-Derivatives-Variational-Inference,FALSE,2/4/2021 21:47,[],7,1,1,0,3,Python,119228,0,0,2,0,444,0,0,0,,,,,,,,,,,
nazmul-karim170/UNICON-Noisy-Label,https://github.com/nazmul-karim170/UNICON-Noisy-Label,FALSE,3/26/2022 0:29,"['contrastive-learning', 'deep-learning', 'deep-neural-networks', 'jensen-shannon-divergence', 'label-noise-robustness', 'machine-learning', 'noisy-labels', 'semi-supervised-learning']",28,2,6,0,1,Python,842,2,0,1,0,50,0,0,0,,,,,,,,,,,
clvrai/skimo,https://github.com/clvrai/skimo,FALSE,7/15/2022 16:12,"['model-based', 'skill-based', 'reinforcement-learning', 'robot-learning']",13,5,1,0,1,Python,52632,0,0,1,0,2,0,0,3,,,,,,,,,,,
Junyoungpark/ReinforcementLearningAtoZ,https://github.com/Junyoungpark/ReinforcementLearningAtoZ,FALSE,6/24/2020 11:50,[],75,3,52,0,2,Jupyter Notebook,6772,3,3,6,0,34,3,0,0,,,,,,,,,,,
borisdayma/dalle-mini,https://github.com/borisdayma/dalle-mini,FALSE,7/3/2021 18:04,[],13120,100,980,4,25,Python,18698,78,5,69,4,718,0,0,0,,,,,,,,,,,
microsoft/SwinBERT,https://github.com/microsoft/SwinBERT,FALSE,3/18/2022 0:24,[],129,6,11,0,3,Python,7101,22,0,1,0,16,0,0,0,,,,,,,,,,,
vwxyzjn/gym-microrts-paper,https://github.com/vwxyzjn/gym-microrts-paper,FALSE,4/12/2021 0:08,[],28,3,3,0,1,Python,10514,0,0,1,0,13,0,0,0,,,,,,,,,,,
galdl/rl_delay_basic,https://github.com/galdl/rl_delay_basic,FALSE,1/17/2021 13:53,[],7,1,4,0,2,Python,1128,0,0,2,0,24,0,0,0,,,,,,,,,,,
YurongYou/Hindsight,https://github.com/YurongYou/Hindsight,FALSE,10/6/2021 15:05,"['point-cloud', 'pytorch', 'autonomous-driving', 'object-detection', '3d-detection', 'hindsight']",30,5,3,0,1,Python,17066,1,0,1,0,20,0,0,0,,,,,,,,,,,
chrisdonahue/ilm,https://github.com/chrisdonahue/ilm,FALSE,5/7/2020 18:38,[],172,7,38,0,1,Python,1045,9,3,9,0,41,0,0,15,,,,,,,,,,,
Amanda-1997/GCS_aamas337,https://github.com/Amanda-1997/GCS_aamas337,FALSE,12/31/2021 3:43,19,2,7,0,1,Python,26187,2,0,1,0,7,0,0,0,,,,,,,,,,,,
mrpositron/wandb_tutorial,https://github.com/mrpositron/wandb_tutorial,FALSE,9/15/2021 3:49,[],8,1,0,0,1,Python,386,0,0,1,0,22,0,0,0,,,,,,,,,,,
borisdayma/img-diffusion,https://github.com/borisdayma/img-diffusion,FALSE,4/28/2022 22:48,[],5,3,1,0,1,Python,64,0,0,1,0,33,0,0,0,,,,,,,,,,,
SapienzaNLP/xl-wsd-code,https://github.com/SapienzaNLP/xl-wsd-code,FALSE,12/8/2020 23:54,"['nlp', 'wsd', 'nlu', 'transformers']",10,3,0,0,1,Python,333,0,0,2,0,41,0,0,0,,,,,,,,,,,
deepglugs/deep_imagen,https://github.com/deepglugs/deep_imagen,FALSE,6/16/2022 22:58,[],33,3,7,0,2,Python,76,11,0,1,0,23,0,0,0,,,,,,,,,,,
declare-lab/dialogue-understanding,https://github.com/declare-lab/dialogue-understanding,FALSE,9/7/2020 12:04,"['dialogue-systems', 'dialogue-understanding', 'emotion-recognition-in-conversation', 'dialogue-act', 'conversational-ai', 'conversational-agents', 'bert-embeddings', 'bert', 'pretrained-models', 'emotion-recognition', 'emotion-analysis', 'natural-language-processing', 'natural-language-understanding', 'lstm', 'pytorch', 'sentiment-analysis', 'adversarial-attacks', 'explainable-ai', 'utterance-level-dialogue', 'dialogue']",112,6,16,0,3,Python,226543,0,0,1,0,83,0,0,0,,,,,,,,,,,
Molly6/segmentation_shengteng2021,https://github.com/Molly6/segmentation_shengteng2021,FALSE,1/11/2022 13:28,[],36,1,18,0,1,Python,3680,1,0,1,0,7,0,0,0,,,,,,,,,,,
mori-cyber/machin_learning-gender_detection,https://github.com/mori-cyber/machin_learning-gender_detection,FALSE,9/26/2021 20:01,[],6,1,0,0,1,Jupyter Notebook,10,0,0,1,0,1,0,0,0,,,,,,,,,,,
Geofffff/ThesisCode,https://github.com/Geofffff/OptimalExecution,FALSE,5/14/2020 8:32,[],7,1,4,0,1,Python,117123,0,0,1,0,332,0,0,0,,,,,,,,,,,
Jason3900/PytorchExamples,https://github.com/Jason3900/PytorchExamples,FALSE,9/15/2022 7:20,[],7,1,3,0,1,Python,29,0,0,2,0,4,0,0,0,,,,,,,,,,,
QuoQA-NLP/MRC_Baseline,https://github.com/QuoQA-NLP/MRC_Baseline,FALSE,6/22/2022 9:07,[],4,1,3,0,1,Python,442,0,0,3,0,19,0,0,0,,,,,,,,,,,
miradel51/Self_Supervised_CWS,https://github.com/miradel51/Self_Supervised_CWS,FALSE,9/9/2021 13:26,[],9,3,2,0,3,Python,76229,2,0,1,0,50,0,0,0,,,,,,,,,,,
Bam4d/conditional-action-trees,https://github.com/Bam4d/conditional-action-trees,FALSE,4/11/2021 15:02,[],10,1,1,0,1,Python,1103,1,0,1,0,13,0,0,0,,,,,,,,,,,
naseemap47/autoAnnoter,https://github.com/naseemap47/autoAnnoter,FALSE,8/1/2022 4:30,[],5,1,2,0,1,Python,128,0,0,8,0,50,0,0,0,,,,,,,,,,,
xvjiarui/VFS,https://github.com/xvjiarui/VFS,FALSE,3/25/2021 17:24,"['video', 'self-su', 'correspondence', 'pytorch', 'representation-learning']",129,10,11,1,1,Python,142575,3,0,2,1,2,0,0,18,,,,,,,,,,,
ISL-CV/ChiTransformer,https://github.com/ISL-CV/ChiTransformer,FALSE,7/16/2022 2:54,[],14,3,4,0,2,Python,4316,2,0,1,0,90,0,0,0,,,,,,,,,,,
yaxingwang/MineGAN,https://github.com/yaxingwang/MineGAN,FALSE,3/4/2020 14:28,[],82,4,8,0,3,Python,82455,2,1,2,0,44,0,0,0,,,,,,,,,,,
FedML-AI/SpreadGNN,https://github.com/FedML-AI/SpreadGNN,FALSE,6/8/2021 1:20,[],28,5,2,0,1,Python,62,0,0,1,0,14,0,0,0,,,,,,,,,,,
YurongYou/MODEST,https://github.com/YurongYou/MODEST,FALSE,3/25/2022 18:21,"['point-cloud', 'pytorch', 'object-detection', 'autonomous-driving', '3d-detection', 'unlabeled-data']",44,4,7,0,1,Python,14671,0,0,1,0,13,0,0,0,,,,,,,,,,,
nilboy/gaic_track3_pair_sim,https://github.com/nilboy/gaic_track3_pair_sim,FALSE,3/30/2021 13:02,['text-pair'],213,2,56,0,1,Python,163,1,0,1,0,6,0,0,0,,,,,,,,,,,
ofnote/lightex,https://github.com/ofnote/lightex,FALSE,7/14/2019 10:21,"['experimentation', 'modular', 'expt-manager', 'job-dispatcher', 'machine-learning', 'visualizers', 'data-scientist', 'storage-virtualization', 'kubernetes', 'docker', 'pytorch', 'tensorflow']",12,3,4,0,1,Python,193,9,1,1,0,24,0,0,0,,,,,,,,,,,
wolfparticle/machineLearningDeepLearning,https://github.com/wolfparticle/machineLearningDeepLearning,FALSE,3/2/2021 10:48,[],435,6,103,0,1,Jupyter Notebook,272685,0,0,1,0,31,0,0,0,,,,,,,,,,,
km1994/nlp_paper_study_information_extraction,https://github.com/km1994/nlp_paper_study_information_extraction,FALSE,3/31/2022 13:57,15,1,0,0,1,Jupyter Notebook,75153,1,0,1,0,9,0,0,0,,,,,,,,,,,,
facebookresearch/fairseq,https://github.com/facebookresearch/fairseq,FALSE,8/29/2017 16:26,"['python', 'pytorch', 'artificial-intelligence']",19640,348,4960,16,295,Python,23889,791,85,50,18,2265,102,0,0,,,,,,,,,,,
Qcactus/CPR,https://github.com/Qcactus/CPR,FALSE,5/16/2021 11:23,"['collaborative-filtering', 'learning-to-rank', 'popularity-bias', 'recommendation', 'recommender-system', 'www2022', 'webconf2022']",31,3,6,0,1,Python,45654,0,0,1,0,6,0,0,0,,,,,,,,,,,
DIAGNijmegen/pathology-streaming-pipeline,https://github.com/DIAGNijmegen/pathology-streaming-pipeline,FALSE,2/5/2020 12:17,[],63,4,6,0,1,Python,754,3,0,2,0,37,0,0,0,,,,,,,,,,,
KR-HappyFace/KoDALLE,https://github.com/KR-HappyFace/KoDALLE,FALSE,12/16/2021 2:04,"['text-to-image', 'vqgan', 'dalle', 'korean', 'pytorch']",74,1,21,2,6,Python,6870,0,0,3,2,91,0,0,0,,,,,,,,,,,
bcaitech1/p3-obd-eagle-eye,https://github.com/bcaitech1/p3-obd-eagle-eye,FALSE,5/10/2021 8:59,[],5,2,4,0,5,Python,3233,0,0,9,0,23,0,0,0,,,,,,,,,,,
AntonMu/TrainYourOwnYOLO,https://github.com/AntonMu/TrainYourOwnYOLO,FALSE,7/17/2019 21:48,"['yolov3', 'yolo', 'object-detection', 'python', 'custom-yolo', 'deep-learning', 'deep-learning-tutorial', 'detector', 'inference', 'annotating-images', 'transfer-learning', 'google-colab', 'gpu', 'tensorflow2', 'keras', 'keras-models', 'trainyourownyolo', 'tf2', 'wandb', 'weights-and-biases']",607,7,394,2,4,Jupyter Notebook,72162,9,1,1,2,43,1,0,0,,,,,,,,,,,
proroklab/VectorizedMultiAgentSimulator,https://github.com/proroklab/VectorizedMultiAgentSimulator,FALSE,5/12/2022 15:03,"['gym', 'gym-environment', 'marl', 'multi-agent', 'multi-agent-learning', 'multi-agent-reinforcement-learning', 'multi-agent-simulation', 'multi-agent-systems', 'multi-robot', 'multi-robot-framework', 'multi-robot-sim', 'multi-robot-simulator', 'multi-robot-systems', 'pytorch', 'rllib', 'simulator', 'vectorization', 'vectorized', 'robotics', 'simulation']",50,6,7,0,5,Python,2306,0,0,1,0,380,7,0,0,,,,,,,,,,,
wizard1203/VHL,https://github.com/wizard1203/VHL,FALSE,6/5/2022 3:36,[],18,1,3,0,1,Python,315,1,0,1,0,5,0,0,0,,,,,,,,,,,
dmitryduev/acai,https://github.com/dmitryduev/acai,FALSE,11/11/2020 1:29,[],5,1,1,0,1,Python,4492,2,0,1,0,10,0,0,0,,,,,,,,,,,
xbraininc/viraal,https://github.com/xbraininc/viraal,FALSE,5/8/2020 20:23,"['active-learning', 'pytorch', 'virtual-adversarial-training', 'joint-nlu']",8,4,2,0,1,Python,19000,0,0,1,0,42,0,0,0,,,,,,,,,,,
nateagr/clip-on-yarn,https://github.com/nateagr/clip-on-yarn,FALSE,2/7/2022 18:32,[],6,1,0,0,1,Python,97,1,0,2,0,38,0,0,0,,,,,,,,,,,
wandb/edu,https://github.com/wandb/edu,FALSE,11/24/2020 20:40,[],112,14,30,0,6,Jupyter Notebook,13333,13,1,7,0,265,0,0,0,,,,,,,,,,,
IntelLabs/academic-budget-bert,https://github.com/IntelLabs/academic-budget-bert,FALSE,4/14/2021 13:15,[],249,14,38,0,4,Python,79,9,1,1,0,20,0,0,0,,,,,,,,,,,
isadrtdinov/kws-attention,https://github.com/isadrtdinov/kws-attention,FALSE,11/2/2020 7:14,"['deep-learning', 'pytorch', 'keyword-spotting', 'speech-commands', 'attention-mechanism']",17,1,6,0,1,Python,1023,0,0,1,0,21,0,0,0,,,,,,,,,,,
Pseudo-Lab/nlp_open_cookbook,https://github.com/Pseudo-Lab/nlp_open_cookbook,FALSE,3/29/2022 5:15,[],11,6,2,0,4,Python,27123,0,0,13,0,102,1,0,0,,,,,,,,,,,
skchen1993/SwinIR,https://github.com/skchen1993/SwinIR,FALSE,9/17/2021 9:55,[],12,1,6,0,1,Python,654568,1,0,2,0,44,0,0,0,,,,,,,,,,,
chandar-lab/RLHive,https://github.com/chandar-lab/RLHive,FALSE,2/18/2021 5:18,[],82,9,7,0,6,Python,970,25,6,17,2,726,0,0,0,,,,,,,,,,,
julianyulu/Wav2LipHD,https://github.com/julianyulu/Wav2LipHD,FALSE,6/28/2021 6:29,[],12,9,3,0,1,Python,13708,2,0,1,0,12,0,0,0,,,,,,,,,,,
lucidrains/DALLE-pytorch,https://github.com/lucidrains/DALLE-pytorch,FALSE,1/5/2021 20:35,"['artificial-intelligence', 'deep-learning', 'attention-mechanism', 'text-to-image', 'transformers', 'multi-modal']",4889,94,552,178,23,Python,12603,121,3,7,179,537,7,0,0,,,,,,,,,,,
chiahsuan156/DST-as-Prompting,https://github.com/chiahsuan156/DST-as-Prompting,FALSE,9/9/2021 5:38,"['dialogue', 'dialogue-state-tracking', 'natural-language-processing', 'prompt-tuning', 'prompting', 'schema', 'seq2seq', 't5', 'task-oriented-dialogue']",36,4,9,0,1,Python,12602,3,0,1,0,18,0,0,0,,,,,,,,,,,
ppogg/YOLOv5-Lite,https://github.com/ppogg/YOLOv5-Lite,FALSE,8/16/2021 14:24,"['ncnn', 'yolov5', 'android-app', 'mnn', 'shufflenetv2', 'repvgg', 'transformer', 'tensorrt', 'pplcnet', 'openvivo', 'mobilenet', 'tflite', 'pytorch', 'picodet', 'onnxruntime']",1371,23,404,5,6,Python,63322,63,0,1,5,47,0,0,0,,,,,,,,,,,
joeybose/HyperbolicNF,https://github.com/joeybose/HyperbolicNF,FALSE,6/8/2020 20:02,[],46,3,5,0,1,Python,21183,21,20,21,0,7,0,0,0,,,,,,,,,,,
rui-qian/BADet,https://github.com/rui-qian/BADet,FALSE,1/17/2022 14:42,"['autonomous-driving', 'object-detection', 'point-cloud', 'deep-learning']",14,3,3,0,1,Python,1871,0,0,1,0,19,0,0,0,,,,,,,,,,,
404nofound/Monocular_Distance_Detect,https://github.com/404nofound/Monocular_Distance_Detect,FALSE,4/24/2022 12:02,[],9,1,3,0,2,Python,81760,0,0,1,0,12,0,0,0,,,,,,,,,,,
theolepage/sslsv,https://github.com/theolepage/sslsv,FALSE,6/23/2022 19:39,[],6,2,1,0,1,Jupyter Notebook,695,5,0,1,0,2,0,0,0,,,,,,,,,,,
SysCV/qd-3dt,https://github.com/SysCV/qd-3dt,FALSE,3/12/2021 9:36,"['multi-object-track', '3d-tracking', 'monocular-3d-tracking', 'quasi-dense-instance-similarity']",429,26,90,0,5,Python,1980,7,0,1,0,15,0,0,0,,,,,,,,,,,
AIRI-Institute/him-agent,https://github.com/AIRI-Institute/him-agent,FALSE,2/22/2022 18:11,"['reinforcement-learning', 'biologically-plausible-learning', 'hierarchical-temporal-memory', 'intrinsic-motivation', 'model-based-reinforcement-learning', 'sparse-distributed-representations']",18,5,0,0,4,Python,1057,0,0,3,2,434,0,0,0,,,,,,,,,,,
stylegan-human/StyleGAN-Human,https://github.com/stylegan-human/StyleGAN-Human,FALSE,1/27/2022 17:18,[],713,35,77,0,5,Python,74910,14,2,1,0,36,0,0,0,,,,,,,,,,,
LitingLin/SwinTrack,https://github.com/LitingLin/SwinTrack,FALSE,11/21/2021 10:55,[],180,5,33,0,1,Python,596,16,0,1,0,14,0,0,0,,,,,,,,,,,
HashmatShadab/APR,https://github.com/HashmatShadab/APR,FALSE,7/7/2022 10:27,[],27,3,2,1,4,Python,2992,0,0,4,1,84,0,0,0,,,,,,,,,,,
johnolafenwa/deepstack-trainer,https://github.com/johnolafenwa/deepstack-trainer,FALSE,12/9/2020 18:43,[],17,2,10,0,1,Python,1069,9,1,1,0,18,0,0,0,,,,,,,,,,,
landskape-ai/imagenet,https://github.com/landskape-ai/imagenet,FALSE,12/23/2019 15:30,"['imagenet', 'imagenet-benchmark', 'computer-vision', 'deep-learning', 'convolutional-neural-networks', 'image-classification']",11,0,2,0,3,Python,413,0,0,3,0,20,0,0,0,,,,,,,,,,,
sunzewei2715/Graformer,https://github.com/sunzewei2715/Graformer,FALSE,9/13/2021 7:56,[],21,3,6,0,205,Python,7762,2,0,1,0,1751,0,0,0,,,,,,,,,,,
Moaz-ALhady-Fathy/trajectory_prediction,https://github.com/Moaz-ALhady-Fathy/trajectory_prediction,FALSE,1/3/2022 22:16,[],8,2,4,0,5,Python,118970,0,0,1,0,96,0,0,0,,,,,,,,,,,
ivanmontero/autobot,https://github.com/ivanmontero/autobot,FALSE,8/31/2021 3:54,[],12,5,3,0,1,Python,12610,1,0,1,0,3,0,0,0,,,,,,,,,,,
jayin92/pix2pix-terrain-generator,https://github.com/jayin92/pix2pix-terrain-generator,FALSE,9/10/2019 11:10,"['terrain-generation', 'perlin-noise', 'unity', 'pix2pix-model', 'pix2pix']",10,4,0,0,4,JavaScript,1637536,18,18,21,1,217,0,0,0,,,,,,,,,,,
Gopi-Durgaprasad/ZINDI-GIZ-NLP-Agricultural-Keyword-Spotter-3rd-place-solution,https://github.com/Gopi-Durgaprasad/ZINDI-GIZ-NLP-Agricultural-Keyword-Spotter-3rd-place-solution,FALSE,12/7/2020 15:51,[],9,2,3,0,1,Jupyter Notebook,262,0,0,1,0,8,0,0,0,,,,,,,,,,,
Victarry/Image-Generation-models,https://github.com/Victarry/Image-Generation-models,FALSE,9/18/2021 12:30,"['generative-adversarial-network', 'pytorch', 'hydra', 'computer-vision', 'pixelcnn', 'diffusion-models', 'pytorch-lightning', 'gans', 'vae-pytorch', 'gan-pytorch', 'image-generation', 'infogan']",16,1,4,1,1,Python,2175,0,0,1,1,86,0,0,0,,,,,,,,,,,
jumxglhf/GRAPE,https://github.com/jumxglhf/GRAPE,FALSE,10/6/2022 15:25,[],14,2,1,0,3,Python,348,0,0,1,0,7,0,0,0,,,,,,,,,,,
birdortyedi/instagram-filter-removal-pytorch,https://github.com/birdortyedi/instagram-filter-removal-pytorch,FALSE,4/4/2021 19:36,[],33,1,4,0,1,Python,81628,2,0,1,0,25,0,0,0,,,,,,,,,,,
RedTachyon/coltra-rl,https://github.com/RedTachyon/coltra-rl,FALSE,9/11/2021 13:53,[],15,3,1,5,1,Python,830,13,0,15,5,385,0,0,0,,,,,,,,,,,
joeybose/Meta-Graph,https://github.com/joeybose/Meta-Graph,FALSE,9/15/2019 17:17,[],40,5,10,0,1,Python,98,1,0,1,0,13,0,0,0,,,,,,,,,,,
